iter	RMSE
0	1.582664145
1	1.508715208
2	1.437828869
3	1.369253394
4	1.305861463
5	1.243757983
6	1.185326831
7	1.128635702
8	1.076894603
9	1.028095261
10	0.9795425114
11	0.933225772
12	0.8913996904
13	0.8517449249
14	0.8127985335
15	0.7746495939
16	0.7390948662
17	0.7059529342
18	0.6740814163
19	0.6438542899
20	0.6144836535
21	0.5868768661
22	0.5603816897
23	0.5358163942
24	0.5121805289
25	0.4898364731
26	0.4679752827
27	0.4473785952
28	0.4277608698
29	0.4088997064
30	0.3910208194
31	0.3740949808
32	0.3578700716
33	0.3423208374
34	0.328127246
35	0.3140842537
36	0.3008761946
37	0.2879620929
38	0.2761997329
39	0.2645146963
40	0.2536034298
41	0.2432737542
42	0.2332482938
43	0.2237902913
44	0.2148598252
45	0.2062707595
46	0.1980758068
47	0.1903747973
48	0.1829980412
49	0.1759152595
50	0.1690357519
51	0.1628630394
52	0.1569131813
53	0.151236295
54	0.1455375172
55	0.1401678786
56	0.1350654824
57	0.1302554776
58	0.1256642784
59	0.1211193752
60	0.1170586178
61	0.1131143382
62	0.1093339875
63	0.1057722575
64	0.1024512136
65	0.09925641295
66	0.09606206688
67	0.09307244258
68	0.09025702702
69	0.08747981444
70	0.08483144837
71	0.08245476859
72	0.08015778535
73	0.07785755746
74	0.07567760104
75	0.07363105505
76	0.07169018964
77	0.06983397981
78	0.06806246902
79	0.06639652441
80	0.0647101355
81	0.06321641027
82	0.06164893474
83	0.0602189334
84	0.05889820435
85	0.05766928346
86	0.0564735483
87	0.05524878309
88	0.05411209565
89	0.05300858678
90	0.05198347521
91	0.0509469551
92	0.04993640619
93	0.04901256876
94	0.04809594742
95	0.04722369779
96	0.04640909992
97	0.04556309251
98	0.04482127792
99	0.04415542563
100	0.04340611057
101	0.04270544193
102	0.04205546337
103	0.04146280967
104	0.04084413506
105	0.04028020419
106	0.03975718297
107	0.0392449498
108	0.03877958633
109	0.03833908883
110	0.03788903373
111	0.03744118938
112	0.03707164454
113	0.03670228716
114	0.03626597319
115	0.03587181269
116	0.03547929021
117	0.03520996585
118	0.03484550686
119	0.0344945577
120	0.03420354577
121	0.0339439414
122	0.03363621431
123	0.03341861637
124	0.03320632469
125	0.03302601647
126	0.03280346357
127	0.03257336957
128	0.0322966875
129	0.0321086678
130	0.03193890496
131	0.03187935914
132	0.03159062222
133	0.03141122795
134	0.03126272777
135	0.03104226772
136	0.03079544397
137	0.03059896711
138	0.03039398012
139	0.03022389368
140	0.03018966179
141	0.0300029366
142	0.02997229197
143	0.02987101621
144	0.02984079865
145	0.02963220397
146	0.02960119187
147	0.02939637384
148	0.02936224239
149	0.02911376327
150	0.02907888066
151	0.0290551794
152	0.02902881213
153	0.02894261685
154	0.02886033875
155	0.02862372602
156	0.02848022823
157	0.02825000173
158	0.0282284845
159	0.02803233447
160	0.02801316898
161	0.02786235562
162	0.0277682242
163	0.0276210953
164	0.02746273255
165	0.02744120749
166	0.02742351593
167	0.0273384807
168	0.02716993391
169	0.02705100583
170	0.02703657594
171	0.0268892422
172	0.02680024669
173	0.02665769649
174	0.02663836701
175	0.02648676935
176	0.02647053606
177	0.0262124775
178	0.02611794283
179	0.02599216728
180	0.025971393
181	0.02593811264
182	0.02582573192
183	0.02567806659
184	0.02565035534
185	0.02557341257
186	0.02534414188
187	0.02514098746
188	0.02501216583
189	0.0250018902
190	0.02498887264
191	0.02481942331
192	0.02477053671
193	0.02461380475
194	0.02452352401
195	0.02439782215
196	0.02437991289
197	0.02421576242
198	0.02420770967
199	0.02409562169
200	0.02385107314
201	0.02374963995
202	0.02373892798
203	0.02364186829
204	0.02363176472
205	0.02362184998
206	0.02349380157
207	0.02343096977
208	0.02342220919
209	0.02341494824
210	0.02334448608
211	0.02321259007
212	0.02320326542
213	0.0231929944
214	0.02302300437
215	0.02301491104
216	0.02286429113
217	0.02280884883
218	0.02280185582
219	0.0225776831
220	0.02256564327
221	0.02255297198
222	0.02248720121
223	0.02237034013
224	0.0223637384
225	0.02230959849
226	0.02230023384
227	0.0222933866
228	0.02228589135
229	0.02207115542
230	0.02194201182
231	0.02183681637
232	0.02169799238
233	0.02169117415
234	0.02168455942
235	0.02156842692
236	0.02155860864
237	0.02152397544
238	0.02151662479
239	0.02139232255
240	0.02138474479
241	0.0212738408
242	0.02114108608
243	0.02113454587
244	0.02108296875
245	0.02102569644
246	0.02100365958
247	0.02092897096
248	0.02092391966
249	0.02091680415
250	0.02090903675
251	0.02077341097
252	0.02057911076
253	0.02057061556
254	0.02051586257
255	0.0205113859
256	0.02044317331
257	0.02033330713
258	0.02027403029
259	0.02016931036
260	0.0201644227
261	0.02016036402
262	0.01996834789
263	0.0199625425
264	0.01978668028
265	0.01961679311
266	0.01951962142
267	0.01943724986
268	0.0192673341
269	0.01926274339
270	0.01925744813
271	0.01924018523
272	0.01917749977
273	0.01917302442
274	0.01916315187
275	0.01915814769
276	0.01908091401
277	0.0189851942
278	0.01898048705
279	0.01889865737
280	0.01874239523
281	0.01872164307
282	0.01871225583
283	0.01864832453
284	0.01864398282
285	0.01862097252
286	0.01855301001
287	0.0184087316
288	0.01823684575
289	0.01811662524
290	0.01811339822
291	0.01795403604
292	0.01794339747
293	0.01788791167
294	0.01788277895
295	0.01778547823
296	0.01770042019
297	0.01769718976
298	0.01765750147
299	0.0175313125
300	0.01752076034
301	0.01747317576
302	0.0174572826
303	0.01739592494
304	0.01733369056
305	0.01733044436
306	0.01731063639
307	0.01730706704
308	0.01718912748
309	0.01713177658
310	0.01705809159
311	0.01704652682
312	0.0168987053
313	0.01675930913
314	0.01675633159
315	0.01675284606
316	0.01667104304
317	0.0166667626
318	0.01655345476
319	0.0165500375
320	0.01643634865
321	0.01643306356
322	0.01636562109
323	0.0163630517
324	0.0162735197
325	0.01619003013
326	0.01607438458
327	0.01606503822
328	0.01599850273
329	0.0159332885
330	0.01587735548
331	0.01587319857
332	0.01583170231
333	0.01582861287
334	0.01570498421
335	0.01569511659
336	0.01563820604
337	0.01558062943
338	0.01554097595
339	0.01553718512
